id,downloads_bucket,files,tools,writes,guards,retries,candidates,patterns
b5855ca42b15,1-1k,15,7,0,0,0,2,
b5f2f505636a,1-1k,2,1,2,0,0,0,
b736fd1add15,1k-10k,51,22,11,0,0,4,
b77baa8a7d9f,1-1k,76,21,12,46,1,8,
b84895eecb52,1-1k,68,14,30,0,0,2,
b867ac28c30c,1-1k,2,3,1,0,0,1,
b8cec1122c2f,1k-10k,173,63,0,0,0,3,A_fresh_randomness|B_method_blind_retry
b918e48f4e20,1k-10k,45,22,5,2,0,4,
b9d1f9e7a8cf,1-1k,11,0,5,0,0,0,
ba7892602f42,1-1k,59,37,8,0,0,2,
bac83330f775,1-1k,0,0,0,0,0,0,
badbd6c1878f,1-1k,6,0,5,0,0,0,
bb0677e80550,1-1k,6,8,1,0,0,1,
bb5bc45abbd8,1-1k,2,6,1,4,0,4,
bb8ca7d5fcdb,1-1k,33,13,1,4,0,3,
bb8e61de62e7,1-1k,14,5,8,6,0,5,
bbd575de9479,10k-100k,143,216,151,67,9,84,B_method_blind_retry
bc261c42a279,1-1k,45,9,0,0,0,1,
bd055bb16e48,1-1k,0,0,0,0,0,0,
bd2b02d43b19,1-1k,6,20,0,0,0,3,
bd2cc15fd9f4,1-1k,10,3,2,0,0,0,
bd54a5290818,1-1k,18,33,0,0,0,9,
bd98b8cc3d50,1-1k,1,0,0,0,0,0,
bdb81ae806af,1k-10k,34,22,8,6,0,3,
bde8b67a7fa6,1k-10k,90,82,23,1,0,10,B_method_blind_retry|C_control_unreachable
c07c846889e0,1-1k,80,22,44,13,0,2,
c0f39e4f48b8,1k-10k,124,139,230,3,5,38,
c14ab5e65ded,1-1k,58,15,29,22,1,2,
c1cc221265f4,1-1k,0,0,0,0,0,0,
c1d2b150c517,1k-10k,95,19,14,0,2,4,B_method_blind_retry|C_control_unreachable
c202d4ab7f7f,1k-10k,292,160,44,19,8,7,B_method_blind_retry
c23dca491729,1-1k,20,20,6,3,10,2,
c24c56d89ad2,1-1k,152,41,65,82,13,0,
c2966f168408,1-1k,2,7,0,0,0,0,
c2f48f3d5d5c,1-1k,207,93,55,8,3,24,
c36156f486ca,1k-10k,35,14,1,11,0,7,B_method_blind_retry
c3f1dde0a8b0,1k-10k,36,14,4,4,10,0,
c4d5c67c77a1,1k-10k,60,124,18,147,7,24,
c4d79073b974,1-1k,1,5,0,0,0,0,
c541e81afe48,1-1k,4,11,21,13,8,0,
c558786a2f6f,1k-10k,124,27,27,22,0,19,
c558786a2f6f,1k-10k,124,27,27,22,0,19,
c558786a2f6f,1k-10k,124,27,27,22,0,19,
c558786a2f6f,1-1k,124,27,27,22,0,19,
c558786a2f6f,1-1k,124,27,27,22,0,19,
c5a0236dfc7d,1k-10k,87,15,30,146,20,0,
c5a1d2637efd,1-1k,11,15,0,0,0,0,
c642327d6467,1-1k,5,8,0,0,0,3,
c6471b6fd96a,1-1k,267,29,91,46,3,7,
c653cd462945,1-1k,32,11,1,1,3,2,
c6683b33a127,1-1k,110,69,49,71,4,13,
c698a42e019c,1-1k,80,27,47,51,0,4,
c7bc16f2e127,1-1k,1075,24,584,171,22,0,
c7c557b92727,1k-10k,54,3,12,0,2,0,
c80adf53d1b8,1-1k,88,3,2,8,1,2,
c8153400e1e1,1-1k,35,149,9,0,0,13,
c8153400e1e1,1-1k,35,149,9,0,0,13,
c887c745d5f4,1-1k,32,2,37,102,8,0,
c8e99217ce7b,1-1k,29,26,136,50,0,9,
c92bd818e570,1-1k,136,9,14,13,5,1,
c96ce041eaad,1-1k,9,13,2,6,0,7,
ca2b414483e1,1k-10k,467,32,73,56,27,1,
ca69388c77fc,1-1k,7,33,0,77,6,20,
cb43e40b2fdd,1-1k,18,31,3,16,0,10,
cb45fd416a45,1-1k,15,10,2,0,0,1,
cb8d4267d88c,1-1k,0,0,0,0,0,0,
cc15abdba7e5,1k-10k,55,49,18,0,0,12,
cc1e3b56d15c,1-1k,3106,127,839,13,33,12,
ccffb57718a0,1-1k,1,4,1,0,0,2,
cd436c959470,1-1k,170,92,112,10,1,38,
cdb55faa1cd2,1-1k,37,1,5,0,0,0,
ce2d9d345d98,1-1k,2,4,0,0,0,0,
ce57539f0272,1k-10k,369,403,23,110,16,62,
ce8705e7df0e,1-1k,10,15,6,16,4,0,
ceb8bb092670,1-1k,136,98,29,67,2,22,
d0d19f019898,1k-10k,4,10,7,34,1,7,
d0d407fcd1ef,1-1k,385,26,635,103,16,12,
d1bc036a0f53,1-1k,2,20,3,10,0,4,
d1ec36e6ae5d,1-1k,245,186,39,30,24,39,
d215411aa376,1-1k,20,24,2,0,3,3,
d2ae3abc8d86,1-1k,16,9,0,0,0,0,
d38f790ea755,1-1k,8,6,2,0,0,0,
d48f71ebc3ed,1-1k,1,18,10,0,0,0,
d567989922c4,1-1k,19,13,25,7,0,0,
d571f9c9fa0f,1-1k,24,23,6,25,0,4,
d59875b756d1,1k-10k,520,224,4,11,21,91,
d59875b756d1,1-1k,520,224,4,11,21,91,
d59875b756d1,1-1k,520,224,4,11,21,91,
d59875b756d1,1-1k,520,224,4,11,21,91,
d59875b756d1,1-1k,520,224,4,11,21,91,
d59875b756d1,1-1k,520,224,4,11,21,91,
d59875b756d1,1-1k,520,224,4,11,21,91,
d62ae8886354,1k-10k,30,18,24,32,1,6,
d656dcb6b15a,10k-100k,8,7,1,0,0,0,
d7014dc7627c,1k-10k,9,18,11,10,0,11,
d7d8562c1b4e,1-1k,713,170,396,355,29,86,
d9225e446583,1k-10k,6,2,0,0,0,0,
d963467d01d7,1-1k,172,10,9,7,0,2,
d96cc0e6beda,1-1k,2,16,0,0,0,0,
d9d67fba2bb6,1-1k,34,9,3,8,3,1,
da1d67929401,1-1k,13,7,5,0,0,0,
daeee0818c9b,1-1k,7,1,0,0,0,0,
db29dcc6b68f,1k-10k,15,96,22,0,0,91,
db310acfa597,1-1k,3,26,2,0,0,9,
dc72a22fc0f5,1k-10k,3182,1752,788,269,61,375,
dc72a22fc0f5,1k-10k,3182,1752,788,269,61,375,
dcb38982c17a,1k-10k,5,11,0,0,0,1,
dce137ae1e0f,1-1k,11,15,0,0,6,0,
dd29229cf8ed,1-1k,10565,0,0,4,0,0,
dd6e2bc226e3,1-1k,11,11,0,0,0,1,
de1b6c5be375,1-1k,18,14,11,15,1,5,
de74ad53aa25,1-1k,13,0,3,8,4,0,
ded5dd2fc6f4,1k-10k,115,17,3,6,0,1,B_method_blind_retry
df45e69c7c98,1-1k,172,30,23,10,31,17,
df5a3af4f99d,1-1k,973,153,595,409,25,24,
df5ee5aa55b0,1-1k,31,26,1,26,0,0,
e03f5edc974e,1-1k,13,1,0,0,0,0,
e05822e4974d,1k-10k,466,169,258,103,38,33,
e144604b82c1,1k-10k,11,5,2,0,0,4,
e19f458236ee,1-1k,4,1,1,0,0,1,
e2a01e218ce3,1-1k,2,1,2,0,0,0,
e2efd2a512e5,1k-10k,2,2,7,0,0,0,
e336d53eff5d,1-1k,8,8,1,0,0,0,
e33b76c17814,1-1k,272,44,18,5,13,6,
e381afa534a1,1k-10k,46,50,14,8,0,9,
e38ad3e96f90,1-1k,23,1,25,17,0,0,
e3c0241e9841,1-1k,612,24,69,0,10,2,
e3c2c251bbf9,1k-10k,26,10,1,6,0,4,B_method_blind_retry
e3e6bc9a00e8,1k-10k,6,9,8,0,3,0,A_fresh_randomness|B_method_blind_retry
e3ea248940f1,1-1k,3,11,0,0,0,4,
e49fd6b766ab,1-1k,16,2,4,0,0,0,
e56c8023dcd8,1-1k,8,0,0,3,0,0,
e5ac473cabb7,1-1k,2,1,0,0,0,0,
e61f9a6b8ec2,1-1k,52,70,16,6,0,35,
e688e17d2729,1-1k,117,27,14,19,5,4,
e6a582678356,1k-10k,25,2,11,2,0,0,
e797afad5b82,1-1k,9,7,6,0,0,0,
e7a0ea85ea8f,1-1k,10,34,3,0,1,15,
e7e2150c9a87,1k-10k,1741,28,17,1,2,2,A_fresh_randomness|B_method_blind_retry
e87d6fc85af1,1k-10k,392,175,130,115,37,11,
e8de9c1f951e,1-1k,8,10,0,0,0,3,
ea4b941e0276,1-1k,21,16,3,18,7,1,
eb35333e4dab,1-1k,320,53,68,66,5,20,
ec1316bd0142,1-1k,77,145,12,6,0,11,
ec28c0c4af23,1-1k,18,9,3,7,0,5,
ec6a4c1ad720,1-1k,25,42,5,0,0,9,
ec88477ef5f6,1k-10k,7,10,8,0,0,0,
ecf495e5eb8d,1-1k,163,26,44,33,0,6,
ed8dff3f17b9,1-1k,1,9,1,0,0,1,
ef830f5109ec,1-1k,26,9,1,5,0,5,
ef9f36311537,1-1k,19,24,8,8,1,13,
efaf88a97338,1k-10k,2,12,0,0,0,2,
efca146af0b0,1-1k,12,33,15,33,0,10,
f0acf9a5fcc5,10k-100k,27,9,7,0,0,1,A_fresh_randomness
f11aabd9bdd9,1-1k,5,8,3,0,0,0,
f1ba7cc402a4,1-1k,1,4,1,0,0,1,
f1f6b729b04d,1-1k,19,11,1,11,0,1,
f2f6b3feb9eb,1-1k,39,0,80,35,10,0,
f30da725be29,1k-10k,79,9,38,1,0,1,C_control_unreachable
f4021646acb5,1-1k,1471,319,978,380,56,57,
f449091fc6a8,1-1k,25,8,1,1,0,2,
f44a56d71a13,1-1k,3,9,1,16,0,0,
f51c573d9cb3,1k-10k,442,109,264,104,26,34,
f546c5f3fc14,1k-10k,16,16,18,0,0,7,A_fresh_randomness|B_method_blind_retry
f54c18aa4093,1k-10k,6,2,0,0,0,0,
f5931ad3bcb1,1k-10k,50,6,3,25,1,2,
f71024b62268,1-1k,12,6,1,0,2,1,
f82e67357726,1-1k,12,20,0,0,0,0,
f8a9db622871,1-1k,3,9,0,0,0,0,
f8c3e69c78d0,10k-100k,26,6,0,0,0,0,
f8f97bf335c2,1-1k,2,0,0,0,0,0,
f971685f7b57,1k-10k,104,28,5,7,0,2,B_method_blind_retry
f979cf5297a2,1-1k,10,13,0,0,0,3,
f9e34670d3e0,1-1k,15,4,8,0,2,1,
f9e71199b725,1-1k,99,27,9,6,8,4,
fa82a5550f6c,1-1k,80,38,24,1,1,4,
faa9587c0527,1k-10k,58,26,0,0,0,2,
fbf43d9f0da1,1k-10k,70,53,6,22,0,2,
fc1042fd6ef0,1-1k,19,4,3,17,0,0,
fc1047e5443f,1-1k,53,7,1,3,0,0,
fd7784c56567,100k+,95,13,7,1,0,0,B_method_blind_retry
fe55913325cd,1-1k,10,8,0,0,0,0,
fe920cfd5637,1k-10k,57,37,6,13,0,1,
fea83f75dc25,1-1k,5,0,0,0,0,0,
feb7487d06f6,1k-10k,123,16,131,7,2,2,
ff42e697051a,1k-10k,43,19,3,14,7,4,B_method_blind_retry
ff858bc5deaf,1-1k,13,7,5,7,3,2,
